Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Streets, bridges, cul-de-sacs, and dreams: does inviting shelter dwelling youth to work with culture industry professionals engender a sense of ‘cruel optimism’?","Busby, S.","This paper examines a New York-based project, Crossing Bridges, that brings together 15 sex-trafficked and homeless young people and 15 award winning Broadway artists to create theatre together. These two participant extremes offer a unique opportunity to contribute considerably to new iterations of both communal practice and the aspirational aims that underpin applied theatre projects. Drawing on Henry Giroux’s concept of the culture of cruelty, the paper will consider if this project displaces the impact of cultural capital and elitism and whether it has the potential to enhance accessibility, or if there is something inherently ‘cruel’ in this offer. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.",2018,,Res. Drama Educ.,23,3,355-372,,10.1080/13569783.2018.1474093,,#2467,Busby 2018,,
"A comparison of risk factors for various forms of trauma in the lives of lesbian, gay, bisexual and heterosexual homeless youth","Tyler, K.A.; Schmitz, R.M.","Numerous homeless youth experience trauma prior to leaving home and while on the street. Bullying and trading sex (i.e. exchanging sexual favors for survival items such as food) are additional forms of trauma experienced by many homeless youth. Although lesbian, gay, and bisexual (LGB) homeless youth experience higher rates of child abuse compared to their heterosexual counterparts, there is a paucity of research comparing these two groups. As such, we compare whether difficulties finding items of necessity (e.g. food) and different forms of trauma including child sexual abuse, being bullied, trading sex, and street sexual victimization significantly differ for LGB and heterosexual homeless youth. Bivariate results reveal that LGB youth have more trouble finding shelter and are more likely to trade sex compared to heterosexual youth. Logistic regression results show that trading sex is correlated with street sexual victimization. In the second model, we find that being female, experiencing more child sexual abuse, and ever having traded sex are all positively linked with street sexual victimization. LGB youth are over-represented among homeless youth populations and are also more likely to trade sex; therefore, these young people need services that are widely accessible and specific to their needs. © 2018 Taylor & Francis.",2018,,J. Trauma Dissociation,19,4,431-443,,10.1080/15299732.2018.1451971,,#2468,Tyler 2018,,
Adverse childhood experiences and adjustment: A longitudinal study of street-involved youth in Brazil,"Raffaelli, M.; Santana, J.P.; de Morais, N.A.; Nieto, C.J.; Koller, S.H.","Most research on adverse childhood experiences (ACEs) has been conducted in high-income countries in the global North. The current longitudinal study examined the prevalence, overlap, and impact of ACEs in a sample of Brazilian children and adolescents who use city streets as spaces for socialization and survival (i.e., street-involved youth). Participants (N = 113; M age = 14.18 years) were recruited in three cities following standardized procedures. Most youth were male (80.5%) and non-White (91%). Lifetime exposure to ACEs was assessed at the first study time point; six indicators of psychological, behavioral, and physical adjustment were assessed 6 months later. Analyses addressed three research goals. First, the prevalence of seven ACEs was examined. Youth reported an average of 4.8 ACEs (SD = 1.25); no significant age or gender differences were found in ACEs exposure (all ps >.05). Second, the overlap between different ACEs was explored. Family dysfunction was correlated with family disruption and physical abuse; poverty and physical abuse were related (ps <.05). Third, prospective associations between ACEs and adjustment were tested. Total number of ACEs was not significantly correlated with any outcome, but several associations emerged for specific ACEs. For example, death of a close friend or family member was prospectively associated with negative affect; sexual abuse was associated with illicit drug use and physical health symptoms (ps <.05). Findings highlight the prevalence of ACEs in this vulnerable population and underscore the value of extending research on ACEs into novel populations and contexts. © 2018 Elsevier Ltd",2018,,Child Abuse Negl.,85,,91-100,,10.1016/j.chiabu.2018.07.032,,#2470,Raffaelli 2018,,
Risk factors for substance use among youth experiencing homelessness,"Lightfoot, M.; Wu, N.; Hughes, S.; Desmond, K.; Tevendale, H.; Stevens, R.","Background: Youth experiencing homelessness are at high risk for frequent substance use. This study examines individual, interpersonal, and contextual factors associated with substance use among such youth, age 13–24. Methods: Data were collected through computer-assisted structured interviews with participants (N = 474) recruited at service agencies in Los Angeles. Results: Youth had experienced over two years of homelessness on average. Almost a third used substances frequently; significant risk factors included delinquency, sensation seeking, and ongoing homelessness. Time spent in clubs and organizations was protective. Conclusions: Providing housing and services to curb delinquency may help protect youth from becoming frequent substance users. © 2018, © 2018 Taylor & Francis.",2018,,J. Child Adolesc. Subst. Abuse,27,6-May,288-296,,10.1080/1067828X.2018.1500964,,#2472,Lightfoot 2018,,
“I want to be able to show everyone that it is possible to go from being nothing in the world to being something”: Identity as a determinant of social integration,"Thulien, N.S.; Gastaldo, D.; McCay, E.; Hwang, S.W.","Compared to the vast amount of literature on what drives young people to homelessness and what keeps them there, there is notably less empirical evidence on the experiences of young people who have left the streets and attempted to integrate into the mainstream. Over the course of ten months, we followed nine young people from Canada's largest city – Toronto, Ontario – who had exited street life and were living independently. In this paper, we discuss how the participants attempted to carve out new identities and how these identities were challenged. We argue that it is crucial to incorporate identity into the way social integration is conceptualized and facilitated for young people attempting the daunting task of transitioning away from homelessness. © 2018 Elsevier Ltd",2019,,Child. Youth Serv. Rev.,96,,118-126,,10.1016/j.childyouth.2018.11.005,,#2474,Thulien 2019,,
The Relationship between Homelessness and Behavior Problems among Youth in North Texas: a Brief Report,"Reingle Gonzalez, J.M.; Jetelina, K.K.; Roberts, M.; Clutter, M.O.; Sanders, C.; Baidhya, S.; Tsai, R.","This study sought to examine the relationship between homelessness and behavior problems among a community-based sample of youth in North Texas. Data were obtained from a cross-sectional, probability sample of households and a targeted sample of homeless families in Dallas, Texas, with children older than 5 years old (N = 5232). Parents were asked to report five behavior problems on behalf of their children including arrest or trouble with police, academic problems, behavior problems at school, suspension, and suicide attempts. Logistic and negative binomial regression procedures were used to examine the relationship between homelessness and behavior problems. Youth exposed to homelessness were 36% (OR = 1.63; 95% CI 1.00–1.85) more likely to exhibit any kind of behavior problems than youth who had never experienced homelessness. Homeless youth had 5.51 times the odds of arrest (95% CI 2.60–11.68), 1.74 times the odds of academic problems (95% CI 1.24–2.43), and more than 3 times the odds of suicide attempts (95% CI 1.46, 7.61) than youth who had never been homeless. Homelessness was associated with higher rates of problem behavior, including arrests, academic problems, and suicide attempts. Because homeless youth are commonly enrolled in school and present at health care clinics and emergency departments, clinics and schools may aid in the identification of homeless youth, as well as referral to care. In this way, clinicians may help reduce the burden of behavioral problems that disproportionately affect homeless youth. © 2017, Southern Criminal Justice Association.",2018,,Am. J. Crim. Justice,43,3,591-602,,10.1007/s12103-017-9427-1,,#2476,ReingleGonzalez 2018,,
Acceptability of a Pilot Intervention of Voluntary Medical Male Circumcision and HIV Education for Street-Connected Youth in Western Kenya,"Kibel, M.; Shah, P.; Ayuku, D.; Makori, D.; Kamaara, E.; Choge, E.; Nyairo, J.; Abuya, P.; Wahome, M.; Wachira, J.; Braitstein, P.","Purpose: Street-connected youth (SCY) in Kenya and elsewhere in sub–Saharan Africa are at high risk of HIV. Voluntary Male Medical Circumcision (VMMC) reduces the risk of female-to-male HIV transmission. Circumcision is also a traditional coming-of-age process in many Kenyan ethnic groups. This paper describes the acceptability of VMMC delivered as part of a ten-day healing, educational, and ‘coming-of-age’ retreat implemented as a pilot with SCY. Methods: Male SCY aged between 12 and 24 living on the street for more than 3 months were eligible to participate. The study took place over 10 days. After medical circumcision, youth participated in education modules. Data collected included qualitative semi-structured exit interviews featuring structured and open-ended questions about factors relevant to this intervention's acceptability. Results: There were 116 SCY (median age 14, IQR 13–15) who participated in the study. All were circumcised successfully, with no major complications. The majority of participants (81%) agreed that the circumcision procedure was uncomplicated, and 99% agreed the education was an important part of the initiation process. Thematic analysis of interview data highlighted four factors important to the program's acceptability: providing food, shelter, security; providing a safe place to heal; including traditional elements; and being with peers. Conclusions: This novel implementation of VMMC was found to be acceptable to SCY participants and could likely be adapted and scaled for HIV prevention and education with SCY elsewhere in Kenya and sub–Saharan Africa where circumcision is part of traditional coming-of-age processes. © 2018",2019,,J. Adolesc. Health,64,1,43-48,,10.1016/j.jadohealth.2018.07.027,,#2478,Kibel 2019,,
Running away during adolescence and future homelessness: The amplifying role of mental health,"Williams, A.; Giano, Z.; Merten, M.","Previous research indicates a positive link between youth runaway episodes and the likelihood of homelessness in later adolescence and early adulthood. An adolescent's decision to run away from home often accompanies depressive symptomology compared with stably housed youth. The present study used a large, nationally representative sample of 8,560 youth to identify links among runaway behavior, changes in depressive symptomology during the transition from adolescence to emerging adulthood, and homelessness. Results suggest that running away during adolescence is linked with later homelessness across depressive symptom classes. In fact, even a single runaway episode as a teenager tripled the odds of reporting homelessness by young adulthood. However, the magnitude of the association varies based on depressive symptom trajectories. Adolescents reporting high levels of depressive symptomology that increased over time were 6 times more likely to experience homelessness, compared with youth with consistently low depressive symptoms. Interestingly, among participants who reported never running away, this same high/increasing depressive symptoms group were less likely to report homelessness than were peers with consistently low depressive symptoms. These findings point to a potential resiliency process among youth in this category that needs to be further explored to identify differences in youth with poor mental health who leave home verses those who remain stably housed. © 2018 Global Alliance for Behavioral Health and Social Justice.",2019,,Am. J. Orthopsychiatry,89,2,268-278,,10.1037/ort0000397,,#2481,Williams 2019,,
Prevalence of hepatitis C virus among street children in Iran,"Behzadifar, M.; Gorji, H.A.; Rezapour, A.; Bragazzi, N.L.","Background: Street children are forced to spend a lot of time away from their homes and some of them do not have homes at all, due to economic and family problems, which makes them exposed to many health problems, such as the hepatitis C virus (HCV) infection. Iran, like many other countries in the world, experiences the burden of street children, however, the rate of HCV among street children is virtually unknown. This study aimed to determine the prevalence of HCV among street children in Iran. Main body: This systematic review and meta-analysis was performed according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. The study protocol of this review was registered in PROSPERO under identification term CRD42018082336. A comprehensive literature search was conducted to identify published studies reporting on the prevalence of HCV among street children in Iran. Several international scholarly databases, including Web of Science, PubMed®/MEDLINE®, Embase, Scopus®, Google Scholar and Directory of Open Access Journals, as well as Iranian databases such as MagIran and Barakathns were searched. Studies published between 1988 and December 2017 with any of the following keywords were selected: (street OR homeless OR labour) AND (children OR child OR infant) AND (hepatitis C OR hepatitis C virus OR HCV OR viral hepatitis OR hepatitis OR hepacivirus) AND Iran. Moreover, a grey literature search was performed in order to obtain other potentially relevant studies. The search was carried out without any language restrictions. Four studies, surveying a total of 1691 street children, conducted between 2006 and 2017 were found to be eligible for inclusion in the review and therefore analysed. Three studies were conducted in Tehran and one in Isfahan. The prevalence of HCV among street children in Iran was found to be high, at 2.4% (95% CI: 1.8-3.3). Conclusions: Since the prevalence of HCV among street children in Iran is quite high, health decision- and policy-makers should pay more attention to street children and widen support channels, both social and economic. Further studies should be conducted among street children in different cities of Iran to add to the knowledge base of HCV among street children in the country. The health system should provide facilities for street children to be screened to quickly diagnose illnesses and prevent them from developing complications. © 2018 The Author(s).",2018,,Infect. Dis. Pover.,7,1,,,10.1186/s40249-018-0469-5,,#2482,Behzadifar 2018,,
Effectiveness of peer education approach on improving HIV/AIDS related healthy behaviors among immigrant street children: A randomized controlled trial,"Khosravi, N.; Kolifarhood, G.; Shoghli, A.; Pashaeypoor, S.; Amlashi, M.","Objective: Foreign-origin street children are vulnerable to HIV/AIDS mainly due to poverty, violence, early sexual activity and poor access to health care services. This study aimed to highlight the effectiveness of peer education intervention to reduce HIV-risky behavior among street children with Afghan nationality. Methods: Sixty-one street children were stratified by sex and then randomly allocated to either an intervention or control group by assigning each participant computerized random numbers. The intervention provided peer education services, focused on mode of disease transmission, prevention approaches and awareness of HIV/AIDS services by peers. Results: At least 80% of participants in the intervention and control groups completed the study period, respectively. At the end of the study, statistically significant increase of knowledge and attitude improvement as well as a decreased tendency to do risky sexual intercourse among the intervention subjects was shown. Moreover, there was a time intervention interaction for knowledge and attitude improvements followed by intervention (interaction p value = 0.001), while it was not significant for risky sexual behavior (interaction p value = 0.44). Conclusion: Peer education was an effective and easy-to-apply educational method that increased knowledge and improved attitudes about HIV/AIDS among foreign-origin street children, while it was less efficient with regard to long-term reduction in risky sexual behavior. © 2017",2018,,Clin. Epidemiol. Global Health,6,3,115-121,,10.1016/j.cegh.2017.09.004,,#2483,Khosravi 2018,,
A supportive adult may be the difference in homeless youth not being trafficked,"Chisolm-Straker, M.; Sze, J.; Einbond, J.; White, J.; Stoklosa, H.","Purpose: To explore the factors that differentiate trafficked homeless youth from not-trafficked homeless youth. Methods: From November 2015–February 2017, homeless youth served by Covenant House New Jersey, aged 18–22, received a trafficking assessment. Youth were stratified based upon trafficking experience, and their responses to demographic and social history questions were examined for association with trafficking occurrence. Results: Of 344 participants, 9.6% had a trafficking experience. Having an Individualized Education Program/504 plan was, for the first time in anti-trafficking literature, associated with a trafficking experience in bivariable analysis. IEP/504 plans are developed for school-aged children whose ability to succeed in traditional educational formats is challenged by learning, social, or functional problems. In the multivariable analysis, a history of arrest was associated with being trafficked while the presence of a supportive adult was associated with not being trafficked. Gender was not associated with a trafficking experience. Conclusions: This study is the largest to specifically assess homeless youth's demographic and social variables for association with trafficking experience. Homeless youth who are and are not trafficked share similar life experiences, but those with a supportive adult in their life had lower odds of being trafficked. Building upon our research, future investigations exploring order of occurrence will elucidate the risk factors for and protective factors against trafficking among homeless youth, contributing to evidence-based prevention efforts. © 2018 Elsevier Ltd",2018,,Child. Youth Serv. Rev.,91,,115-120,,10.1016/j.childyouth.2018.06.003,,#2484,Chisolm-Straker 2018,,
Adolescent connectedness with parents promotes resilience among homeless youth,"Aggerbeck Kessler, K.M.; Chatterjee, D.; Shlafer, R.; Barnes, A.J.","Youth who experience homelessness have worse health and well-being than housed youth. Internal assets, including social competency and positive self-identity, are factors that promote healthy development. This study compared internal assets between homeless and housed youth, and examined whether connectedness with parents moderates the association between homelessness and internal assets. Using data from a large population-based survey of middle-and high-school aged youth, we found that homelessness was associated with lower levels of internal assets. However, having high connectedness with a parent significantly predicted the strength of these assets, suggesting opportunities to promote health equity among homeless youth. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.",2018,,Child.,5,7,,,10.3390/children5070096,,#2487,AggerbeckKessler 2018,,
"“We Don’t Belong There”: New Geographies of Homelessness, Addiction, and Social Control in Vancouver’s Inner City","Fast, D.; Cunningham, D.","Drawing on eight years of ethnographic research in Vancouver’s inner city, we explore how aligned processes of gentrification and poverty management are producing new geographies of homelessness, addiction, and social control for young people who use drugs and inhabit the social, spatial, and economic margins of urban space. In particular, we examine the emergence of government-subsidized supportive housing for youth in this setting. Tracing the experiences of a small number of individuals across time, we show how this contemporary mode of urban governance is producing new forms of life and senses of place for young people in the margins, including new kinds of embodied displacement and disappearance in the city. [Youth; Addiction; Homelessness; Housing; Gentrification; Poverty Management; Lines of Flight]. © 2018 by the American Anthropological Association",2018,,City and Soc.,30,2,237-262,,10.1111/ciso.12177,,#2488,Fast 2018,,
Racial and gender differences in missing children’s recovery chances,"Van De Rijt, A.; Song, H.-G.; Shor, E.; Burroway, R.","We inquire whether there are race and gender differences in the recovery of missing children. We argue that race and gender differences may arise due to differential media attention, socio-economic background and police resources. Datasets used in previous research lack the representativeness and longitudinal character necessary for probing victim demographic effects on recovery success. Here we use official New York State Division of Criminal Justice Services records of all children reported missing in the period 2007–2010 containing exact dates of disappearance and recovery. In event-history analysis of these data we find that missing boys and girls have comparable daily recovery chances. Black children, however, on average remain missing longer and are more likely to still be missing by the end of our observation period than non-black children. © 2018 van de Rijt et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2018,,PLoS ONE,13,12,,,10.1371/journal.pone.0207742,,#2489,VanDeRijt 2018,,
It can be beautiful or destructive: Street-involved youth's perceptions of their romantic relationships and resilience,"Joly, L.E.; Connolly, J.","Introduction: This study examined romantic relationships among street-involved youth through the overlapping perspectives of resilience, attachment and social bonding. The main goal was to assess how youth understand their romantic attachment bonds as supporting or undermining resilience. While there are qualitative reports on how the social relationships of street-involved youth are linked to resilience, romantic relationships have yet to be differentiated with regard to resilience. This paper also builds on existing research by providing further information on the characteristics of their romantic relationships, and the impact of street life and risky behaviours within relationships. Methods: Twenty-one youth (11 men and 10 women) in shelters, in a Canadian metropolitan city, aged 16–24 years, participated in semi-structured interviews. A thematic analysis of the data was conducted exploring how the youth understand their romantic attachments as well as their links in supporting or undermining resilience. Results: Results indicated that connection, support, validation, and encouragement within a relationship were of value to the youth's resilience, in the form of addressing drug use, achieving goals, supporting self-worth, and promoting positive coping. The youth also reported many negative experiences within their romantic relationships, including dating violence and the stress of street-life, which they saw as undermining their resilience. A key finding was that the youth had considerable difficulty integrating the positive and negative aspects of their relationships. Overall the findings highlight the co-occurrence of positive and negative romantic experiences, and support the importance of developing healthy relationship programs for street-involved youth. Key words: street-involved; homeless; youth; romantic relationship; resilience; dating violence © 2018 The Foundation for Professionals in Services for Adolescents",2019,,J. Adolesc.,70,,43-52,,10.1016/j.adolescence.2018.11.006,,#2490,Joly 2019,,
Thinking Outside the Box: Using Multisector Approaches to Address the Wicked Problem of Homelessness Among LGBTQ Youth,"Norman-Major, K.","According to national statistics there are somewhere between 1.6 and 2.8 million homeless youth in the United States. An inordinate percentage of these homeless youth identify as LGBTQ. The causes of homelessness among this group as well as the needed services are multifaceted and complex, making it what many would refer to as a wicked problem. This article argues that in order to address the wicked problem of homelessness among LGBTQ youth, collaborations across the public, private, and nonprofit sectors must occur. Examples of such collaborations are offered for consideration of others looking to address the issue. © 2017, Copyright © American Society for Public Administration.",2018,,Public Integr.,20,6,546-557,,10.1080/10999922.2017.1325999,,#2493,Norman-Major 2018,,
Contributing Risk Factors for Substance Use Among Youth in Postconflict Liberia,"Petruzzi, L.J.; Pullen, S.J.; Lange, B.C.L.; Parnarouskis, L.; Dominguez, S.; Harris, B.; Quiterio, N.; Lekpeh, G.; Manobah, B.; Henderson, D.C.; Borba, C.P.C.","Substance use is prevalent among youth in postconflict African countries and is associated with a number of public health problems such as poverty, child homelessness, and school truancy. This qualitative study explores the risk factors associated with substance use among Liberian youth from the perspective of public-school students. Nine focus groups were conducted with 72 Liberian public-school students (35 female, 37 male). Multiple risk factors for substance use among Liberian youth were identified through qualitative analysis, including emotional instability, gender, fear of academic failure, accessibility to substances within the school and community, poverty, and unintentional drug use. These findings are important to public health campaigns and postconflict recovery in Liberia, and may also inform prevention programs for substance use among Liberian youth. © The Author(s) 2018.",2018,,Qual. Health Res.,28,12,1827-1838,,10.1177/1049732318761863,,#2494,Petruzzi 2018,,
Queering the welfare state: Paradigmatic heteronormativity after obergefell,"Barnett, M.J.","Although lesbian, gay, bisexual, and queer people in the United States of America have experienced significant changes in their legal rights over the previous decade, they are still disproportionately likely to live in poverty. The Supreme Court’s 2015 decision in Obergefell v. Hodges granted LGBQ individuals access to the institution of marriage and the attendant social benefits, but the safety net is still full of holes for low-income LGBQ individuals because of deeply rooted heteronormativity in the administration of welfare. Using three facially neutral examples= proof-of-paternity requirements for welfare recipients, work requirements for the Temporary Assistance for Needy Families (TANF) and Medicaid programs, and barriers to state support for low-income LGBQ youth experiencing homelessness= this Note elucidates and indicts enduring paradigms of heteronormativity in the welfare state. This Note also offers prescriptive solutions, advocating for the adoption of the perennial legislative proposal known as the “Equality Act” as well as state and federal executive action to ease the burdens on LGBQ welfare recipients in the near term. © 2018 by Matt J. Barnett.",2018,,New York Univ. Law Rev.,93,6,1633-1667,,,,#2496,Barnett 2018,,
Scholarship Review of Queer Youth Homelessness in Canada and the United States,"Barrow, S.K.","This paper is a review of historical and social science literature on the subject of homelessness among LGBTQ+ youth. I ultimately seek to situate my future doctoral work, an oral history of queer youth homelessness in Ontario, within the scholarship surveyed here. Stories help us to understand what statistics look and feel like. This analysis takes a thematic and interdisciplinary approach that does not follow a linear, temporal understanding of events or accounts. The approach of this paper is meant to reflect the nonlinear and thematic modes of remembering that many experience when recounting their times on the street. The stories of queer youth on the street are complex and their ways of remembering these moments in time are ever-more so. But, as Sassafras Lowrey so accurately put it, “sometimes it is in the complexity that the truth is most evident”. © 2018, © 2018 ACSUS.",2018,,Am. Rev. Can. Stud.,48,4,415-431,,10.1080/02722011.2018.1531603,,#2497,Barrow 2018,,
"Patterns of Multisystem Service Use and School Dropout Among Seventh-, Eighth-, and Ninth-Grade Students","Garcia, A.R.; Metraux, S.; Chen, C.-C.; Park, J.M.; Culhane, D.P.; Furstenberg, F.F.","Youth who receive services from public mental health, child welfare and delinquency, and homeless systems are often exposed to a number of overlapping child, family, school, and community risk factors. Minimal research, however, has focused on the extent to which single- or multiple-system involvement influences school dropout. Relying on an integrated data set, the associations between single- and multiple-system utilization and risk for dropping out, or actually dropping out of school, among youth in Grades 7 through 9 were examined. Results showed dropout rates more than doubled among public youth system users compared with those in the overall sample. With a few exceptions, use of combinations of services systems translated into somewhat higher likelihoods of dropping out of school when compared with single-system use. Future research is warranted to identify the underlying processes by which single- and multiple-system involvement influences school dropout rates. © The Author(s) 2017.",2018,,J. Early Adolesc.,38,8,1041-1073,,10.1177/0272431617714329,,#2498,Garcia 2018,,
A Public Ethics Approach Focused on the Lives of Diverse LGBTQ Homeless Youth,"Johnson, R.G.; Rivera, M.A.; Lopez, N.","How can an ethical-analytical framework focused on social equity help illuminate the challenges faced by lesbian, gay, bisexual, transgender, and questioning (LGBTQ) youth of color, particularly those who are homeless? The purpose of this article is to engage in just such an analysis of the complex analytical and ethical challenges presented by homelessness among LGBTQ youth. The authors take as our point of departure the premise that trans youth who are also visible minorities may be among the most marginal and most likely to experience homelessness and other threats to well-being. The authors argue that society needs to be concerned with the lives of diverse LGBTQ youth, and particularly those navigating multiple, intersecting forms of marginalization, including homelessness, because they present us with a limit situation that demands an ethical response. © 2017, Copyright © American Society for Public Administration.",2018,,Public Integr.,20,6,611-624,,10.1080/10999922.2017.1342217,,#2499,Johnson 2018,,
"Our Seat at the Table: Mentorship, Advocacy, & Youth Leadership in Qualitative Research","Pk, S.","This commentary discusses strategies and models for engaging diverse community partnerships through the Youth of Color Needs Assessment, a community-based participatory research project that elevates the voices and experiences of homeless and unstably housed youth of color in King County, Washington. Building upon the lens and expertise of a young Community Advocate thrust into research, it explores the strengths of youth of color leadership and best practices for trauma-informed, relational support for youth leaders and focus group participants alike. These insights offer a youth-centered model for the field grounded in engagement, sustainability, and ethics for research within and for communities at the margins. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",2018,,J. Fam. Violence,33,8,579-585,,10.1007/s10896-018-9983-2,,#2500,Pk 2018,,
The Association between Incarceration and Transactional Sex among HIV-infected Young Men Who Have Sex with Men in the United States,"Philbin, M.M.; Kinnard, E.N.; Tanner, A.E.; Ware, S.; Chambers, B.D.; Ma, A.; Fortenberry, J.D.","Criminal justice practices in the USA disproportionately affect sexual and racial/ethnic minority men, who are at higher risk of incarceration. Previous research demonstrates associations between incarceration and sexual risk behaviors for men who have sex with men (MSM). However, little of this work focuses on young MSM (YMSM), particularly HIV-infected YMSM, despite nearly one-third reporting engagement in sexual risk behaviors, such as transactional sex. We therefore explored the association between incarceration and transactional sex among HIV-infected YMSM. We recruited 97 HIV-infected YMSM across 14 clinical sites in urban centers from August 2015 to February 2016. We used multivariate logistic regression to examine the relationship between incarceration and transactional sex among YMSM. The majority was 24 years old (78%) and racial/ethnic minority (95%); over half were not in school and reported an annual income of < $12,000. In the multivariate model, having ever been incarcerated (aOR = 3.20; 95% CI 1.07–9.63) was independently associated with a history of transactional sex. Being 24 years vs. younger (aOR = 9.68; 95% CI 1.42–65.78) and having ever been homeless (aOR = 3.71, 95% CI 1.18–11.65) also remained independently associated with a history of transactional sex. This analysis fills a gap in the literature by examining the relationship between incarceration and transactional sex among HIV-infected YMSM. Facilitating youths’ engagement with social services available in their HIV clinic may serve as a key strategy in promoting health. Public health efforts need to address social-structural factors driving disproportionate rates of arrest and incarceration and related harms among this population. © 2018, The New York Academy of Medicine.",2018,,Urban Health,95,4,576-583,,10.1007/s11524-018-0247-5,,#2501,Philbin 2018,,
Health Issues Associated with Commercial Sexual Exploitation and Sex Trafficking of Children in the United States: A Systematic Review,"Le, P.D.; Ryan, N.; Rosenstock, Y.; Goldmann, E.","This article reviews studies examining health issues associated with commercial sexual exploitation and sex trafficking (CSE/ST) of children in the United States. We searched five health and social sciences databases for peer-reviewed articles published in English between January 1990 and April 2017. After independent screening of the records, we identified 27 studies that met the inclusion criteria. Descriptions of the included studies and their definitions of CSE/ST are provided. Most of the studies sampled children and youth in urban, metropolitan areas and employed cross-sectional surveys or reviewed case files and medical records of convenience samples. Studies differed widely in their operationalization of CSE/ST, which limit systematic comparison across studies and the generalizability of findings. Qualitative analysis of the included studies shows that among commercially sexually exploited/trafficked children, there are elevated burdens of substance use and abuse, mental health disorders such as depression, PTSD, suicidal behaviors, and sexual and reproductive health issues including STIs, HIV, and pregnancy. This review underscores the need for more empirical studies, to guide an evidence-based understanding of and response to the range and complexity of the health issues in this population. Of particular utility are studies that address some of the methodological limitations of prior research in this field (e.g., cross-sectional, convenience samples) and those that assess overlooked health issues (e.g., malnutrition, eating disorders, post-trauma growth, and long-term health consequences). © 2018, © 2018 Taylor & Francis Group, LLC.",2018,,Behav. Med.,44,3,219-233,,10.1080/08964289.2018.1432554,,#2503,Le 2018,,
Anaemia and associated factors in homeless children in the Paris region: The ENFAMS survey,"Arnaud, A.; Lioret, S.; Vandentorren, S.; Le Strat, Y.","Background: Food insecurity is a major concern in homeless population, however nutritional consequences remain poorly documented, especially for children. The objective of this study was to assess the prevalence of anaemia and to investigate the relation between both food insecurity and dietary intake to moderate-to-severe anaemia (MSA) in homeless sheltered children. Methods: In 2013, a cross-sectional survey was conducted on a random sample of 801 sheltered homeless families in the Paris region. Haemoglobin concentration was measured in 630 mother/child dyads and questionnaires administrated to mothers collected socio-demographic, socioeconomic, health and dietary data. Factors associated with MSA were analysed in two stratified child age groups; 0.5-5 and 6-12 years old. Results: Anaemia was detected in 39.9% of the children and 50.6% of the mothers, and MSA in 22.3% and 25.6%, respectively. In both age groups, MSA was positively associated with maternal MSA. In the 0.5- 5 years group, it was also positively associated with child food insecurity, no cooking facilities and household monthly income. In the 6-12 years group, it was positively associated with household food insecurity and children's age. Conclusion: A higher food insecurity score was associated with greater prevalence of moderateto-severe anaemia in children. Considering the high prevalence of anaemia among homeless mothers and their children, these findings highlight the need for reducing food insecurity in shelters so as to prevent anaemia in this vulnerable population. © The Author 2017.",2018,,Eur. J. Public Health,28,4,616-624,,10.1093/eurpub/ckx192,,#2505,Arnaud 2018,,
Getting by and getting ahead: Social capital and transition to college among homeless and foster youth,"Skobba, K.; Meyers, D.; Tiller, L.","Despite the desire and motivation to earn a college degree, only a small portion of young adults who have experienced homelessness or in foster care succeed in achieving this goal. Some of the very familiar challenges encountered throughout childhood– the lack of a stable home, financial resources to cover basic needs, inadequate academic preparation and stability, and the lack of a support system - often persist into young adulthood making the transition to college especially difficult. This qualitative study examines the academic pathways of 33 college students with a history or foster care placement, homelessness, or both, to better understand the ways in which forms of social capital influence the transition to college and early college experiences. Many of the student participants described receiving both social support and social leverage in high school through family members, teachers, and adult role models who provided encouragement or developed connections to resources and opportunities. In high school, this support often helped students get ahead by providing access to the information and resources needed to take entrance tests, complete applications and forms, and secure college acceptance. In college, students relied on social support to meet basic needs and maintain enrollment financially and academically. Many students received or fostered social leverage in college through adult mentors and engagement in student organizations and activities. More research is needed to understand the role of aid and social resources in helping young adults who have experienced foster care or homelessness access and complete higher education and what separates these students from others who have not successfully developed social capital and social leverage networks. © 2018 Elsevier Ltd",2018,,Child. Youth Serv. Rev.,94,,198-206,,10.1016/j.childyouth.2018.10.003,,#2507,Skobba 2018,,
